task_id	suite	suite_index	instruction	problem	fixtures	objects	goal_atoms	physical_goal_signature	physical_scene_signature	asset_composition_signature	source_bddl	source_bddl_sha256
LIBERO_90_63	libero_90	63	pick up the salad dressing and put it in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""akita_black_bowl_2"": ""akita_black_bowl"", ""chocolate_pudding_1"": ""chocolate_pudding"", ""new_salad_dressing_1"": ""new_salad_dressing"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""in"", ""new_salad_dressing_1"", ""wooden_tray_1_contain_region""]]"	3f1e89828d6e9ac0068b6789cad2bfbfee94c48f1cb8ee9cef5bd40dfb0b14a7	2bbadf08e6f841963422b4432d20615fbce2b6f25a670e568d66c3e85d50efc9	179c28c9ca81acbd85959ef37ef6a048d5d99bc0cada0c98a726ad9d2f2b3408	libero/bddl_files/libero_90/LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray.bddl	ddd537c6a69f8ad765ac5cfbae8fbadcb3e13cc8746d8cfe6c28659aae7228d5
LIBERO_90_64	libero_90	64	stack the left bowl on the right bowl and place them in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""akita_black_bowl_2"": ""akita_black_bowl"", ""chocolate_pudding_1"": ""chocolate_pudding"", ""new_salad_dressing_1"": ""new_salad_dressing"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""on"", ""akita_black_bowl_1"", ""akita_black_bowl_2""], [""in"", ""akita_black_bowl_2"", ""wooden_tray_1_contain_region""]]"	471e71a0fb215a8dc3587de852c367709b167b29fb2e382e23a077c9a124667e	2bbadf08e6f841963422b4432d20615fbce2b6f25a670e568d66c3e85d50efc9	179c28c9ca81acbd85959ef37ef6a048d5d99bc0cada0c98a726ad9d2f2b3408	libero/bddl_files/libero_90/LIVING_ROOM_SCENE4_stack_the_left_bowl_on_the_right_bowl_and_place_them_in_the_tray.bddl	a92734858c6df932338de4f6d70d0bab628b8ac6588ec22fd3b3d56d01c67d56
LIBERO_90_65	libero_90	65	stack the right bowl on the left bowl and place them in the tray	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""akita_black_bowl_1"": ""akita_black_bowl"", ""akita_black_bowl_2"": ""akita_black_bowl"", ""chocolate_pudding_1"": ""chocolate_pudding"", ""new_salad_dressing_1"": ""new_salad_dressing"", ""wooden_tray_1"": ""wooden_tray""}"	"[[""on"", ""akita_black_bowl_2"", ""akita_black_bowl_1""], [""in"", ""akita_black_bowl_1"", ""wooden_tray_1_contain_region""]]"	dd142636b9fc5721c7d6d27e6d1df657c83267cae753181862fd3342c972e3e0	2bbadf08e6f841963422b4432d20615fbce2b6f25a670e568d66c3e85d50efc9	179c28c9ca81acbd85959ef37ef6a048d5d99bc0cada0c98a726ad9d2f2b3408	libero/bddl_files/libero_90/LIVING_ROOM_SCENE4_stack_the_right_bowl_on_the_left_bowl_and_place_them_in_the_tray.bddl	b410e4cdb62e59d3f87a8e06490c0193f57b51d7f792a976bca62a6f206b9bb5
LIBERO_90_66	libero_90	66	put the red mug on the left plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""plate_1"": ""plate"", ""plate_2"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""on"", ""red_coffee_mug_1"", ""plate_1""]]"	09c98abaaaf91e92058b7f541ee930e4faf3c20b2f811508e806a9e792012fd4	2713140ed796bf4a24dfdcd009ea41164892fdd91f06e970b6423fde15b0d6fc	390c171f50a5a4882babdb791fd943a6a2d3da0c4637c9f8c467ad18114f0d21	libero/bddl_files/libero_90/LIVING_ROOM_SCENE5_put_the_red_mug_on_the_left_plate.bddl	31b8c105f80a531465e4651d3d000fab366835d3634bfdf9cb4af0fe54e4e76c
LIBERO_90_67	libero_90	67	put the red mug on the right plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""plate_1"": ""plate"", ""plate_2"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""on"", ""red_coffee_mug_1"", ""plate_2""]]"	0cd07ec391b81995dba3758c72bebe4c190485c0337f821ff5b6b3fd1cfb039b	2713140ed796bf4a24dfdcd009ea41164892fdd91f06e970b6423fde15b0d6fc	390c171f50a5a4882babdb791fd943a6a2d3da0c4637c9f8c467ad18114f0d21	libero/bddl_files/libero_90/LIVING_ROOM_SCENE5_put_the_red_mug_on_the_right_plate.bddl	25041096f0d0ec68a44ddd0aab85bbe12ff8a67abd73249460acbb1f2c153329
LIBERO_90_68	libero_90	68	put the white mug on the left plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""plate_1"": ""plate"", ""plate_2"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""on"", ""porcelain_mug_1"", ""plate_1""]]"	3d2c2313e7368c2a509be505e6dbeede3bdcb9723409deb6c575c98af32ebef8	2713140ed796bf4a24dfdcd009ea41164892fdd91f06e970b6423fde15b0d6fc	390c171f50a5a4882babdb791fd943a6a2d3da0c4637c9f8c467ad18114f0d21	libero/bddl_files/libero_90/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate.bddl	4ea39c7b56d60c046e8034d209b8fbd2e734ec4f525a214c031e42ee3683a5a4
LIBERO_90_69	libero_90	69	put the yellow and white mug on the right plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""plate_1"": ""plate"", ""plate_2"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""on"", ""white_yellow_mug_1"", ""plate_2""]]"	e1a943866c57309080e252e5c8777b537a0e290abd33b903238e003d83499657	2713140ed796bf4a24dfdcd009ea41164892fdd91f06e970b6423fde15b0d6fc	390c171f50a5a4882babdb791fd943a6a2d3da0c4637c9f8c467ad18114f0d21	libero/bddl_files/libero_90/LIVING_ROOM_SCENE5_put_the_yellow_and_white_mug_on_the_right_plate.bddl	a24811b2fb2350bf02ad2105395a2f62d102949cab39edfe9e6183b06e4e6409
LIBERO_90_70	libero_90	70	put the chocolate pudding to the left of the plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""chocolate_pudding_1"": ""chocolate_pudding"", ""plate_1"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""on"", ""chocolate_pudding_1"", ""living_room_table_plate_left_region""]]"	ccd6e224b9331c64f229402569511207c8a260763c62b56c61eca47c93092b2a	c486eb993dd4e061c09377937f406277708f58103467c98b0eec66186ef2fbff	4bd1eac24262b5698f11b7bd44eaa1bfa5d9a1b6df1a5721e400209071048e81	libero/bddl_files/libero_90/LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_left_of_the_plate.bddl	6dedd8a22eba99fc31669d830fb4251190976d9236030db2142e966ba42668fd
LIBERO_90_71	libero_90	71	put the chocolate pudding to the right of the plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""chocolate_pudding_1"": ""chocolate_pudding"", ""plate_1"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""on"", ""chocolate_pudding_1"", ""living_room_table_plate_right_region""]]"	e3959d05a59f347613bced208e7a989a0b77153f186ceca401a507d5097c5000	c486eb993dd4e061c09377937f406277708f58103467c98b0eec66186ef2fbff	4bd1eac24262b5698f11b7bd44eaa1bfa5d9a1b6df1a5721e400209071048e81	libero/bddl_files/libero_90/LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate.bddl	b6dfb0380bcb6291fb45274a04ce1dba222f737d2284b1fb36463f5920420bcb
LIBERO_90_72	libero_90	72	put the red mug on the plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""chocolate_pudding_1"": ""chocolate_pudding"", ""plate_1"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""on"", ""red_coffee_mug_1"", ""plate_1""]]"	68a6ec8a4853bebdbd1ea6029339193022a281890ed58e8204580f19f654cacf	c486eb993dd4e061c09377937f406277708f58103467c98b0eec66186ef2fbff	4bd1eac24262b5698f11b7bd44eaa1bfa5d9a1b6df1a5721e400209071048e81	libero/bddl_files/libero_90/LIVING_ROOM_SCENE6_put_the_red_mug_on_the_plate.bddl	07c3ace6506306dbf58c8f5043c8a4fbe52cc99b3f010cc07c081026a040e658
LIBERO_90_73	libero_90	73	put the white mug on the plate	libero_living_room_tabletop_manipulation	"{""living_room_table"": ""living_room_table""}"	"{""chocolate_pudding_1"": ""chocolate_pudding"", ""plate_1"": ""plate"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""on"", ""porcelain_mug_1"", ""plate_1""]]"	93295a53386a5c4953f8781c97256daa6a4d989abc568864129c881840fe99d5	c486eb993dd4e061c09377937f406277708f58103467c98b0eec66186ef2fbff	4bd1eac24262b5698f11b7bd44eaa1bfa5d9a1b6df1a5721e400209071048e81	libero/bddl_files/libero_90/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate.bddl	7b1f805dc9b6abe3793655026bd4bb14b24f4596c65506f561a3a7057abf3771
LIBERO_90_74	libero_90	74	pick up the book and place it in the front compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_front_contain_region""]]"	4101b9661ab45d51574cd5874278f3c9f39b337728402976d3043f3a773f0282	2c6cc2fe6f3bc8c2902a15ac3a3e3136e2930302fe2d779f040e3fcf3c6f3bbc	d2fabd98804f0e156b5158d8328ff67bceee8258be72abbc53cb29a0077c44dc	libero/bddl_files/libero_90/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy.bddl	9fd25c1eb92bd285325d639bdc5920e4ca38b2e39b346e46202dbe6eca7dd37b
LIBERO_90_75	libero_90	75	pick up the book and place it in the left compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_left_contain_region""]]"	37d48b2fbaf79041ec123db877265c40ba600c560fe4eaaf7630325dd85c5eae	2c6cc2fe6f3bc8c2902a15ac3a3e3136e2930302fe2d779f040e3fcf3c6f3bbc	d2fabd98804f0e156b5158d8328ff67bceee8258be72abbc53cb29a0077c44dc	libero/bddl_files/libero_90/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy.bddl	7a46821e87185877e6bf9f2128f56842cb2bb58e3822f0b0a9650d4b78250ae4
LIBERO_90_76	libero_90	76	pick up the book and place it in the right compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_right_contain_region""]]"	c7e5c5bd2464fda23d2cd2b36b4625503c08efc83e446c3d0406d615d6ca80fe	2c6cc2fe6f3bc8c2902a15ac3a3e3136e2930302fe2d779f040e3fcf3c6f3bbc	d2fabd98804f0e156b5158d8328ff67bceee8258be72abbc53cb29a0077c44dc	libero/bddl_files/libero_90/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy.bddl	4a4ce354be7b6123b80a2d28a21d055cfd775c2841b94e205c32ae83a2902e67
LIBERO_90_77	libero_90	77	pick up the yellow and white mug and place it to the right of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""white_yellow_mug_1"": ""white_yellow_mug""}"	"[[""on"", ""white_yellow_mug_1"", ""study_table_desk_caddy_right_region""]]"	f50318b11d01bf19399feec0d99e7b7dc5516b9d87cbcd35df87a5f2fe58d8dc	2c6cc2fe6f3bc8c2902a15ac3a3e3136e2930302fe2d779f040e3fcf3c6f3bbc	d2fabd98804f0e156b5158d8328ff67bceee8258be72abbc53cb29a0077c44dc	libero/bddl_files/libero_90/STUDY_SCENE1_pick_up_the_yellow_and_white_mug_and_place_it_to_the_right_of_the_caddy.bddl	46fe1a53f826f4e7e67a02695578aee431e07847fe12b50ef78e300167551fe4
LIBERO_90_78	libero_90	78	pick up the book and place it in the back compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_back_contain_region""]]"	13c4950c3cdbd17b23bb1291cecd842cbdc20b969f5e77efdd7758603c8e9df8	b7d740854fc95266f9afccb5c5827010940f2371bdde7f05bd15507b490e8a73	e8d1e9db2ad1ff9feed76aa73753f79025e8d3fe2edfb1397e85f72db0fbcd34	libero/bddl_files/libero_90/STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy.bddl	128e625a43bc1b9e2c611befc99c9dbfec29cf06c310609550c88c52b2509a1e
LIBERO_90_79	libero_90	79	pick up the book and place it in the front compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_front_contain_region""]]"	87b3c448f7e6f1b4ea277383c4fd9004a4fb9240c574c82bb92c0df72384e4ae	b7d740854fc95266f9afccb5c5827010940f2371bdde7f05bd15507b490e8a73	e8d1e9db2ad1ff9feed76aa73753f79025e8d3fe2edfb1397e85f72db0fbcd34	libero/bddl_files/libero_90/STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy.bddl	36918ffce6dc6365de0e9b1c889f7d62f18709c2b3ab1c15cd83e518291d894f
LIBERO_90_80	libero_90	80	pick up the book and place it in the left compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_left_contain_region""]]"	a8fe9281e85de3053121d5b8c03c60c7e8fd3dd9fc50e3b7f74874ca9245fef5	b7d740854fc95266f9afccb5c5827010940f2371bdde7f05bd15507b490e8a73	e8d1e9db2ad1ff9feed76aa73753f79025e8d3fe2edfb1397e85f72db0fbcd34	libero/bddl_files/libero_90/STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy.bddl	a09ebd472eab1cddf4050711d54789994ce0dbc58a11b03654b6699129093611
LIBERO_90_81	libero_90	81	pick up the book and place it in the right compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_right_contain_region""]]"	115de123727674fe13285fcbd0c898fad0336f19b4ad48ddff22099378f13089	b7d740854fc95266f9afccb5c5827010940f2371bdde7f05bd15507b490e8a73	e8d1e9db2ad1ff9feed76aa73753f79025e8d3fe2edfb1397e85f72db0fbcd34	libero/bddl_files/libero_90/STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy.bddl	5d3f98f9daa18ea19d7d27372641882eedb7fb28287f25a8ae22d61333efb5b4
LIBERO_90_82	libero_90	82	pick up the book and place it in the front compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_front_contain_region""]]"	4d79f005c7cee39efdae8e12460942c178c72729172472999ca35095f993818e	ab30c3e0d49036f2c9e208b8b07659bbacb9794488b269fb09a86acfa371ef7b	948348c75d8a32252efdb9408552b604291beb241591d65b5be3de313ed93f31	libero/bddl_files/libero_90/STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy.bddl	61fca3149420ce78e29520e085aae8edead8f4b555c5424a7ae6a9b6cf9a4b9d
LIBERO_90_83	libero_90	83	pick up the book and place it in the left compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_left_contain_region""]]"	e038b65a0b38e1ffdfb48c6c3ad8e0d6424af960a9501f03c94666ed58e6a004	ab30c3e0d49036f2c9e208b8b07659bbacb9794488b269fb09a86acfa371ef7b	948348c75d8a32252efdb9408552b604291beb241591d65b5be3de313ed93f31	libero/bddl_files/libero_90/STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy.bddl	6634a1c13651a4958442c58879c25e1ece3ffdb9cfba2d7fe233d7d95f9c35ed
LIBERO_90_84	libero_90	84	pick up the book and place it in the right compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""in"", ""black_book_1"", ""desk_caddy_1_right_contain_region""]]"	f5a7febce069d17d609559e3a80205efc3737a89db5455bfcb3aab99575018e0	ab30c3e0d49036f2c9e208b8b07659bbacb9794488b269fb09a86acfa371ef7b	948348c75d8a32252efdb9408552b604291beb241591d65b5be3de313ed93f31	libero/bddl_files/libero_90/STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy.bddl	63d362bdf1fbca21132b30fccc7a29846aa81f3811c6b6b258818501595f89ec
LIBERO_90_85	libero_90	85	pick up the red mug and place it to the right compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""on"", ""red_coffee_mug_1"", ""study_table_desk_caddy_right_region""]]"	a0da84666cf1762e8d96dac320f95d0b7079cf1f18bd50aa38206844942b46c7	ab30c3e0d49036f2c9e208b8b07659bbacb9794488b269fb09a86acfa371ef7b	948348c75d8a32252efdb9408552b604291beb241591d65b5be3de313ed93f31	libero/bddl_files/libero_90/STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy.bddl	67ac86171a2ffc17064e839487189a8d28b0e33b7896ff39d82ce3bfe02ada3e
LIBERO_90_86	libero_90	86	pick up the white mug and place it to the right compartment of the caddy	libero_study_tabletop_manipulation	"{""desk_caddy_1"": ""desk_caddy"", ""study_table"": ""study_table""}"	"{""black_book_1"": ""black_book"", ""porcelain_mug_1"": ""porcelain_mug"", ""red_coffee_mug_1"": ""red_coffee_mug""}"	"[[""on"", ""porcelain_mug_1"", ""study_table_desk_caddy_right_region""]]"	02aa412612269cbf11f8c16bb5135bf7d1e385d29dd8a2d466e3d8bca1dfed19	ab30c3e0d49036f2c9e208b8b07659bbacb9794488b269fb09a86acfa371ef7b	948348c75d8a32252efdb9408552b604291beb241591d65b5be3de313ed93f31	libero/bddl_files/libero_90/STUDY_SCENE3_pick_up_the_white_mug_and_place_it_to_the_right_of_the_caddy.bddl	7723f0144dc82eac22dd095eaeff9ca5e1ec701f5a629a7be4e5176cb5f7bf8d
LIBERO_90_87	libero_90	87	pick up the book in the middle and place it on the cabinet shelf	libero_study_tabletop_manipulation	"{""study_table"": ""study_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""black_book_1"": ""black_book"", ""yellow_book_1"": ""yellow_book"", ""yellow_book_2"": ""yellow_book""}"	"[[""in"", ""black_book_1"", ""wooden_two_layer_shelf_1_top_region""]]"	cbbc793a5325d57d5bd4a40e65a80fe68c8f560165174d8d7fba6bf04d772b79	0d026481725fd79a9bb2d4864316cc515b499f815dcdff6825bf5694a979de1e	c7061d7ebcd4678a1200e79063a2d41a4eeb181dfd788582ee416fcbfc8aec83	libero/bddl_files/libero_90/STUDY_SCENE4_pick_up_the_book_in_the_middle_and_place_it_on_the_cabinet_shelf.bddl	b17612a9a5fb0314c5aadb297cf8936d8e36ae6d97840e2d7fd8622399321323
LIBERO_90_88	libero_90	88	pick up the book on the left and place it on top of the shelf	libero_study_tabletop_manipulation	"{""study_table"": ""study_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""black_book_1"": ""black_book"", ""yellow_book_1"": ""yellow_book"", ""yellow_book_2"": ""yellow_book""}"	"[[""on"", ""yellow_book_2"", ""wooden_two_layer_shelf_1_top_side""]]"	95198560904ca297c7bea6feeb4f499782fe2a913aceb84ed00fc48839aff7a8	0d026481725fd79a9bb2d4864316cc515b499f815dcdff6825bf5694a979de1e	c7061d7ebcd4678a1200e79063a2d41a4eeb181dfd788582ee416fcbfc8aec83	libero/bddl_files/libero_90/STUDY_SCENE4_pick_up_the_book_on_the_left_and_place_it_on_top_of_the_shelf.bddl	cc32019a35c3bf065ea454992d3b16e0c2d6d9882e1e762ff41ebe4f5728f2da
LIBERO_90_89	libero_90	89	pick up the book on the right and place it on the cabinet shelf	libero_study_tabletop_manipulation	"{""study_table"": ""study_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""black_book_1"": ""black_book"", ""yellow_book_1"": ""yellow_book"", ""yellow_book_2"": ""yellow_book""}"	"[[""in"", ""yellow_book_1"", ""wooden_two_layer_shelf_1_top_region""]]"	ebd6cfeeedbfde6c0d12dd6653c0164a4b0c3059eadf5e1eb7ea8cbe1c1b904c	0d026481725fd79a9bb2d4864316cc515b499f815dcdff6825bf5694a979de1e	c7061d7ebcd4678a1200e79063a2d41a4eeb181dfd788582ee416fcbfc8aec83	libero/bddl_files/libero_90/STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_on_the_cabinet_shelf.bddl	bae10bd25c00e92750c7bbc68470ba506a94c31cc2d25785262402793875ab04
LIBERO_90_90	libero_90	90	pick up the book on the right and place it under the cabinet shelf	libero_study_tabletop_manipulation	"{""study_table"": ""study_table"", ""wooden_two_layer_shelf_1"": ""wooden_two_layer_shelf""}"	"{""black_book_1"": ""black_book"", ""yellow_book_1"": ""yellow_book"", ""yellow_book_2"": ""yellow_book""}"	"[[""in"", ""yellow_book_1"", ""wooden_two_layer_shelf_1_bottom_region""]]"	69accd3f5de6d016f2e6425378740fe7a73387b83e65a39d918139e58844ed17	0d026481725fd79a9bb2d4864316cc515b499f815dcdff6825bf5694a979de1e	c7061d7ebcd4678a1200e79063a2d41a4eeb181dfd788582ee416fcbfc8aec83	libero/bddl_files/libero_90/STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_under_the_cabinet_shelf.bddl	bd51b8a8e9f681d834c9e879de4fbe408ba20d265ff7d1b95968e574d357a59c
