task_id	family	instruction	semantic_count	components	full_successes	full_episodes	full_sr	failure_episode	goal_atoms	atom_first_steps	atom_final	max_simultaneous	combination_first_steps	subtasks_reached	num_subtasks	partial_kind	derived_two_step_instruction	failure_video	comparison_png	stove_turn_knob_frames
COMP_198	C7_kitchen6_mug_close_white_top	Put the yellow and white mug in the microwave, then close the microwave, and finally put the white mug on top of the microwave.	3	Put the yellow and white mug in the microwave | Close the microwave | Put the white mug on top of the microwave	0	5	0.0	1	in(white_yellow_mug_1, microwave_1_heating_region) | close(microwave_1) | on(porcelain_mug_1, microwave_1_top_side)	[150, 272, null]	[true, true, false]	2	"{""000"": 0, ""100"": 150, ""110"": 272}"	5	5	ordered instruction prefix	Put the yellow and white mug in the microwave, and then close the microwave.	../assets/composition/failure_videos/COMP_198/COMP_198_ep001_fail.mp4	../assets/composition/comparison_png/COMP_198__put_the_yellow_and_white_mug_in_the_microwave_then_close_the_microwave_and_finally_put_the_white_mug_on_top_of_the_microwave.png	0
COMP_199	C8_kitchen8_two_moka_off_temporal	Put the right moka pot on the stove, then put the left moka pot on the stove, and finally turn off the stove.	3	Put the right moka pot on the stove | Put the left moka pot on the stove | Turn off the stove	0	5	0.0	0	on(moka_pot_1, flat_stove_1_cook_region) | on(moka_pot_2, flat_stove_1_cook_region) | turnoff(flat_stove_1)	[null, null, null]	[false, false, false]	0	"{""000"": 0}"	3	5			../assets/composition/failure_videos/COMP_199/COMP_199_ep000_fail.mp4	../assets/composition/comparison_png/COMP_199__put_the_right_moka_pot_on_the_stove_then_put_the_left_moka_pot_on_the_stove_and_finally_turn_off_the_stove.png	0
COMP_200	C9_study_book_then_mug_plate	Put the book in the back compartment of the caddy, and then put the yellow and white mug on the plate.	2	Put the book in the back compartment of the caddy | Put the yellow and white mug on the plate	0	5	0.0	1	in(black_book_1, desk_caddy_1_back_contain_region) | on(white_yellow_mug_1, plate_1)	[183, null]	[false, false]	1	"{""00"": 0, ""10"": 183}"	4	4			../assets/composition/failure_videos/COMP_200/COMP_200_ep001_fail.mp4	../assets/composition/comparison_png/COMP_200__put_the_book_in_the_back_compartment_of_the_caddy_and_then_put_the_yellow_and_white_mug_on_the_plate.png	0
COMP_201	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the ketchup in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the ketchup in the basket	0	5	0.0	4	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[151, 284, null]	[true, true, false]	2	"{""000"": 0, ""100"": 151, ""110"": 284}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_201/COMP_201_ep004_fail.mp4	../assets/composition/comparison_png/COMP_201__put_the_alphabet_soup_the_cream_cheese_box_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_202	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the tomato sauce in the basket	0	5	0.0	4	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[151, 290, null]	[true, true, false]	2	"{""000"": 0, ""100"": 151, ""110"": 290}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_202/COMP_202_ep004_fail.mp4	../assets/composition/comparison_png/COMP_202__put_the_alphabet_soup_the_cream_cheese_box_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_203	C10_libero10_basket_triples	Put the alphabet soup, the ketchup, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[143, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 143}"	5	6			../assets/composition/failure_videos/COMP_203/COMP_203_ep000_fail.mp4	../assets/composition/comparison_png/COMP_203__put_the_alphabet_soup_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_204	C10_libero10_basket_triples	Put the cream cheese box, the ketchup, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[null, null, null]	[false, false, false]	0	"{""000"": 0}"	5	6			../assets/composition/failure_videos/COMP_204/COMP_204_ep000_fail.mp4	../assets/composition/comparison_png/COMP_204__put_the_cream_cheese_box_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_205	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the cream cheese box in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the cream cheese box in the basket	1	5	20.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region)	[158, 303, null]	[true, true, false]	2	"{""000"": 0, ""100"": 158, ""110"": 303}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_205/COMP_205_ep000_fail.mp4	../assets/composition/comparison_png/COMP_205__put_the_alphabet_soup_the_butter_and_the_cream_cheese_box_in_the_basket_one_after_another.png	0
COMP_206	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the ketchup in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the ketchup in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[159, 297, null]	[true, true, false]	2	"{""000"": 0, ""100"": 159, ""110"": 297}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_206/COMP_206_ep000_fail.mp4	../assets/composition/comparison_png/COMP_206__put_the_alphabet_soup_the_butter_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_207	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the milk in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the milk in the basket	0	5	0.0	2	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[144, 323, null]	[true, true, false]	2	"{""000"": 0, ""100"": 144, ""110"": 323}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_207/COMP_207_ep002_fail.mp4	../assets/composition/comparison_png/COMP_207__put_the_alphabet_soup_the_butter_and_the_milk_in_the_basket_one_after_another.png	0
COMP_208	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the orange juice in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the orange juice in the basket	0	5	0.0	2	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[148, 442, null]	[true, true, false]	2	"{""000"": 0, ""100"": 148, ""110"": 442}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_208/COMP_208_ep002_fail.mp4	../assets/composition/comparison_png/COMP_208__put_the_alphabet_soup_the_butter_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_209	C10_libero10_basket_triples	Put the alphabet soup, the butter, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the butter in the basket | Put the tomato sauce in the basket	1	5	20.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(butter_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[160, 298, null]	[true, true, false]	2	"{""000"": 0, ""100"": 160, ""110"": 298}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the butter in the basket.	../assets/composition/failure_videos/COMP_209/COMP_209_ep000_fail.mp4	../assets/composition/comparison_png/COMP_209__put_the_alphabet_soup_the_butter_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_210	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the ketchup in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the ketchup in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[153, 380, null]	[true, true, false]	2	"{""000"": 0, ""100"": 153, ""110"": 380}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_210/COMP_210_ep000_fail.mp4	../assets/composition/comparison_png/COMP_210__put_the_alphabet_soup_the_cream_cheese_box_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_211	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the milk in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the milk in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[158, 386, null]	[true, true, false]	2	"{""000"": 0, ""100"": 158, ""110"": 386}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_211/COMP_211_ep000_fail.mp4	../assets/composition/comparison_png/COMP_211__put_the_alphabet_soup_the_cream_cheese_box_and_the_milk_in_the_basket_one_after_another.png	0
COMP_212	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the orange juice in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the orange juice in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[159, 346, null]	[true, true, false]	2	"{""000"": 0, ""100"": 159, ""110"": 346}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_212/COMP_212_ep000_fail.mp4	../assets/composition/comparison_png/COMP_212__put_the_alphabet_soup_the_cream_cheese_box_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_213	C10_libero10_basket_triples	Put the alphabet soup, the cream cheese box, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the cream cheese box in the basket | Put the tomato sauce in the basket	1	5	20.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[156, 387, 538]	[true, false, true]	2	"{""000"": 0, ""100"": 156, ""101"": 538, ""110"": 387}"	6	6	ordered instruction prefix	Put the alphabet soup in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_213/COMP_213_ep000_fail.mp4	../assets/composition/comparison_png/COMP_213__put_the_alphabet_soup_the_cream_cheese_box_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_214	C10_libero10_basket_triples	Put the alphabet soup, the ketchup, and the milk in the basket one after another.	3	Put the alphabet soup in the basket | Put the ketchup in the basket | Put the milk in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[153, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 153}"	6	6			../assets/composition/failure_videos/COMP_214/COMP_214_ep000_fail.mp4	../assets/composition/comparison_png/COMP_214__put_the_alphabet_soup_the_ketchup_and_the_milk_in_the_basket_one_after_another.png	0
COMP_215	C10_libero10_basket_triples	Put the alphabet soup, the ketchup, and the orange juice in the basket one after another.	3	Put the alphabet soup in the basket | Put the ketchup in the basket | Put the orange juice in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[160, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 160}"	6	6			../assets/composition/failure_videos/COMP_215/COMP_215_ep000_fail.mp4	../assets/composition/comparison_png/COMP_215__put_the_alphabet_soup_the_ketchup_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_216	C10_libero10_basket_triples	Put the alphabet soup, the ketchup, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	2	in(alphabet_soup_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[145, null, 374]	[false, false, false]	2	"{""000"": 0, ""100"": 145, ""101"": 374}"	6	6	non-prefix pair	Put the alphabet soup in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_216/COMP_216_ep002_fail.mp4	../assets/composition/comparison_png/COMP_216__put_the_alphabet_soup_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_217	C10_libero10_basket_triples	Put the alphabet soup, the milk, and the orange juice in the basket one after another.	3	Put the alphabet soup in the basket | Put the milk in the basket | Put the orange juice in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[159, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 159}"	6	6			../assets/composition/failure_videos/COMP_217/COMP_217_ep000_fail.mp4	../assets/composition/comparison_png/COMP_217__put_the_alphabet_soup_the_milk_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_218	C10_libero10_basket_triples	Put the alphabet soup, the milk, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the milk in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[160, null, 565]	[true, false, true]	2	"{""000"": 0, ""100"": 160, ""101"": 565}"	6	6	non-prefix pair	Put the alphabet soup in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_218/COMP_218_ep000_fail.mp4	../assets/composition/comparison_png/COMP_218__put_the_alphabet_soup_the_milk_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_219	C10_libero10_basket_triples	Put the alphabet soup, the orange juice, and the tomato sauce in the basket one after another.	3	Put the alphabet soup in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(alphabet_soup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[153, null, 642]	[true, false, true]	2	"{""000"": 0, ""100"": 153, ""101"": 642}"	6	6	non-prefix pair	Put the alphabet soup in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_219/COMP_219_ep000_fail.mp4	../assets/composition/comparison_png/COMP_219__put_the_alphabet_soup_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_220	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the ketchup in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the ketchup in the basket	0	5	0.0	1	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region)	[111, 528, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 528}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_220/COMP_220_ep001_fail.mp4	../assets/composition/comparison_png/COMP_220__put_the_butter_the_cream_cheese_box_and_the_ketchup_in_the_basket_one_after_another.png	0
COMP_221	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the milk in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the milk in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[111, 330, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 330}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_221/COMP_221_ep000_fail.mp4	../assets/composition/comparison_png/COMP_221__put_the_butter_the_cream_cheese_box_and_the_milk_in_the_basket_one_after_another.png	0
COMP_222	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the orange juice in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the orange juice in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[111, 315, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 315}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the cream cheese box in the basket.	../assets/composition/failure_videos/COMP_222/COMP_222_ep000_fail.mp4	../assets/composition/comparison_png/COMP_222__put_the_butter_the_cream_cheese_box_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_223	C10_libero10_basket_triples	Put the butter, the cream cheese box, and the tomato sauce in the basket one after another.	3	Put the butter in the basket | Put the cream cheese box in the basket | Put the tomato sauce in the basket	3	5	60.0	2	in(butter_1, basket_1_contain_region) | in(cream_cheese_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[111, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 111}"	6	6			../assets/composition/failure_videos/COMP_223/COMP_223_ep002_fail.mp4	../assets/composition/comparison_png/COMP_223__put_the_butter_the_cream_cheese_box_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_224	C10_libero10_basket_triples	Put the butter, the ketchup, and the milk in the basket one after another.	3	Put the butter in the basket | Put the ketchup in the basket | Put the milk in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[113, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 113}"	6	6			../assets/composition/failure_videos/COMP_224/COMP_224_ep000_fail.mp4	../assets/composition/comparison_png/COMP_224__put_the_butter_the_ketchup_and_the_milk_in_the_basket_one_after_another.png	0
COMP_225	C10_libero10_basket_triples	Put the butter, the ketchup, and the orange juice in the basket one after another.	3	Put the butter in the basket | Put the ketchup in the basket | Put the orange juice in the basket	0	5	0.0	2	in(butter_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[111, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 111}"	6	6			../assets/composition/failure_videos/COMP_225/COMP_225_ep002_fail.mp4	../assets/composition/comparison_png/COMP_225__put_the_butter_the_ketchup_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_226	C10_libero10_basket_triples	Put the butter, the ketchup, and the tomato sauce in the basket one after another.	3	Put the butter in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	3	in(butter_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[114, null, 497]	[true, false, true]	2	"{""000"": 0, ""100"": 114, ""101"": 497}"	6	6	non-prefix pair	Put the butter in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_226/COMP_226_ep003_fail.mp4	../assets/composition/comparison_png/COMP_226__put_the_butter_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_227	C10_libero10_basket_triples	Put the butter, the milk, and the orange juice in the basket one after another.	3	Put the butter in the basket | Put the milk in the basket | Put the orange juice in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[111, 243, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 243}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the milk in the basket.	../assets/composition/failure_videos/COMP_227/COMP_227_ep000_fail.mp4	../assets/composition/comparison_png/COMP_227__put_the_butter_the_milk_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_228	C10_libero10_basket_triples	Put the butter, the milk, and the tomato sauce in the basket one after another.	3	Put the butter in the basket | Put the milk in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(butter_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[111, 280, null]	[true, true, false]	2	"{""000"": 0, ""100"": 111, ""110"": 280}"	6	6	ordered instruction prefix	Put the butter in the basket, and then put the milk in the basket.	../assets/composition/failure_videos/COMP_228/COMP_228_ep000_fail.mp4	../assets/composition/comparison_png/COMP_228__put_the_butter_the_milk_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_229	C10_libero10_basket_triples	Put the butter, the orange juice, and the tomato sauce in the basket one after another.	3	Put the butter in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	1	in(butter_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[111, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 111}"	6	6			../assets/composition/failure_videos/COMP_229/COMP_229_ep001_fail.mp4	../assets/composition/comparison_png/COMP_229__put_the_butter_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_230	C10_libero10_basket_triples	Put the cream cheese box, the ketchup, and the milk in the basket one after another.	3	Put the cream cheese box in the basket | Put the ketchup in the basket | Put the milk in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region)	[151, null, 708]	[true, false, true]	2	"{""000"": 0, ""100"": 151, ""101"": 708}"	6	6	non-prefix pair	Put the cream cheese box in the basket, and then put the milk in the basket.	../assets/composition/failure_videos/COMP_230/COMP_230_ep000_fail.mp4	../assets/composition/comparison_png/COMP_230__put_the_cream_cheese_box_the_ketchup_and_the_milk_in_the_basket_one_after_another.png	0
COMP_231	C10_libero10_basket_triples	Put the cream cheese box, the ketchup, and the orange juice in the basket one after another.	3	Put the cream cheese box in the basket | Put the ketchup in the basket | Put the orange juice in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[156, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 156}"	6	6			../assets/composition/failure_videos/COMP_231/COMP_231_ep000_fail.mp4	../assets/composition/comparison_png/COMP_231__put_the_cream_cheese_box_the_ketchup_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_232	C10_libero10_basket_triples	Put the cream cheese box, the ketchup, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the ketchup in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(ketchup_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[156, null, 520]	[true, false, true]	2	"{""000"": 0, ""100"": 156, ""101"": 520}"	6	6	non-prefix pair	Put the cream cheese box in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_232/COMP_232_ep000_fail.mp4	../assets/composition/comparison_png/COMP_232__put_the_cream_cheese_box_the_ketchup_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_233	C10_libero10_basket_triples	Put the cream cheese box, the milk, and the orange juice in the basket one after another.	3	Put the cream cheese box in the basket | Put the milk in the basket | Put the orange juice in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[152, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 152}"	6	6			../assets/composition/failure_videos/COMP_233/COMP_233_ep000_fail.mp4	../assets/composition/comparison_png/COMP_233__put_the_cream_cheese_box_the_milk_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_234	C10_libero10_basket_triples	Put the cream cheese box, the milk, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the milk in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[151, null, null]	[true, false, false]	1	"{""000"": 0, ""100"": 151}"	6	6			../assets/composition/failure_videos/COMP_234/COMP_234_ep000_fail.mp4	../assets/composition/comparison_png/COMP_234__put_the_cream_cheese_box_the_milk_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_235	C10_libero10_basket_triples	Put the cream cheese box, the orange juice, and the tomato sauce in the basket one after another.	3	Put the cream cheese box in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(cream_cheese_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[157, null, 691]	[true, false, true]	2	"{""000"": 0, ""100"": 157, ""101"": 691}"	6	6	non-prefix pair	Put the cream cheese box in the basket, and then put the tomato sauce in the basket.	../assets/composition/failure_videos/COMP_235/COMP_235_ep000_fail.mp4	../assets/composition/comparison_png/COMP_235__put_the_cream_cheese_box_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_236	C10_libero10_basket_triples	Put the ketchup, the milk, and the orange juice in the basket one after another.	3	Put the ketchup in the basket | Put the milk in the basket | Put the orange juice in the basket	0	5	0.0	0	in(ketchup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region)	[null, null, null]	[false, false, false]	0	"{""000"": 0}"	5	6			../assets/composition/failure_videos/COMP_236/COMP_236_ep000_fail.mp4	../assets/composition/comparison_png/COMP_236__put_the_ketchup_the_milk_and_the_orange_juice_in_the_basket_one_after_another.png	0
COMP_237	C10_libero10_basket_triples	Put the ketchup, the milk, and the tomato sauce in the basket one after another.	3	Put the ketchup in the basket | Put the milk in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(ketchup_1, basket_1_contain_region) | in(milk_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[null, 306, null]	[false, true, false]	1	"{""000"": 0, ""010"": 306}"	6	6			../assets/composition/failure_videos/COMP_237/COMP_237_ep000_fail.mp4	../assets/composition/comparison_png/COMP_237__put_the_ketchup_the_milk_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_238	C10_libero10_basket_triples	Put the ketchup, the orange juice, and the tomato sauce in the basket one after another.	3	Put the ketchup in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	2	in(ketchup_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[null, null, 122]	[false, false, true]	1	"{""000"": 0, ""001"": 122}"	6	6			../assets/composition/failure_videos/COMP_238/COMP_238_ep002_fail.mp4	../assets/composition/comparison_png/COMP_238__put_the_ketchup_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
COMP_239	C10_libero10_basket_triples	Put the milk, the orange juice, and the tomato sauce in the basket one after another.	3	Put the milk in the basket | Put the orange juice in the basket | Put the tomato sauce in the basket	0	5	0.0	0	in(milk_1, basket_1_contain_region) | in(orange_juice_1, basket_1_contain_region) | in(tomato_sauce_1, basket_1_contain_region)	[null, null, 523]	[false, false, true]	1	"{""000"": 0, ""001"": 523}"	6	6			../assets/composition/failure_videos/COMP_239/COMP_239_ep000_fail.mp4	../assets/composition/comparison_png/COMP_239__put_the_milk_the_orange_juice_and_the_tomato_sauce_in_the_basket_one_after_another.png	0
