task_id	family	instruction	source_suite	source_task	original_instruction	goal_atom	evidence_notes	gpu	successes	episodes	success_rate_percent	success_videos
COMP_276	C11_object_suite_basket_triples	Put the ketchup, the salad dressing, and the alphabet soup in the basket one after another.	libero_object	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket	Pick the ketchup and place it in the basket | Pick the salad dressing and place it in the basket | Pick the alphabet soup and place it in the basket	in(ketchup_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_277	C11_object_suite_basket_triples	Put the ketchup, the salad dressing, and the cream cheese box in the basket one after another.	libero_object	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the ketchup and place it in the basket | Pick the salad dressing and place it in the basket | Pick the cream cheese and place it in the basket	in(ketchup_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_278	C11_object_suite_basket_triples	Put the ketchup, the alphabet soup, and the cream cheese box in the basket one after another.	libero_object	pick_up_the_ketchup_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the ketchup and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket	in(ketchup_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_279	C11_object_suite_basket_triples	Put the salad dressing, the alphabet soup, and the cream cheese box in the basket one after another.	libero_object	pick_up_the_salad_dressing_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket;pick_up_the_cream_cheese_and_place_it_in_the_basket	Pick the salad dressing and place it in the basket | Pick the alphabet soup and place it in the basket | Pick the cream cheese and place it in the basket	in(salad_dressing_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region); in(cream_cheese_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_280	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the orange juice in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the tomato sauce and place it in the basket | Pick the orange juice and place it in the basket	in(butter_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_281	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the chocolate pudding in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the tomato sauce and place it in the basket | Pick the chocolate pudding and place it in the basket	in(butter_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_282	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the tomato sauce and place it in the basket | Pick the bbq sauce and place it in the basket	in(butter_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_283	C11_object_suite_basket_triples	Put the butter, the tomato sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the tomato sauce and place it in the basket | Pick the ketchup and place it in the basket	in(butter_1, basket_1_contain_region); in(tomato_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_284	C11_object_suite_basket_triples	Put the butter, the orange juice, and the chocolate pudding in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket	in(butter_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_285	C11_object_suite_basket_triples	Put the butter, the orange juice, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the orange juice and place it in the basket | Pick the bbq sauce and place it in the basket	in(butter_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_286	C11_object_suite_basket_triples	Put the butter, the orange juice, and the ketchup in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the orange juice and place it in the basket | Pick the ketchup and place it in the basket	in(butter_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_287	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket	in(butter_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_288	C11_object_suite_basket_triples	Put the butter, the chocolate pudding, and the ketchup in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the ketchup and place it in the basket	in(butter_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_289	C11_object_suite_basket_triples	Put the butter, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_butter_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the butter and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(butter_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_290	C11_object_suite_basket_triples	Put the tomato sauce, the orange juice, and the chocolate pudding in the basket one after another.	libero_object	pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket | Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket	in(tomato_sauce_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_291	C11_object_suite_basket_triples	Put the tomato sauce, the orange juice, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket | Pick the orange juice and place it in the basket | Pick the bbq sauce and place it in the basket	in(tomato_sauce_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_292	C11_object_suite_basket_triples	Put the tomato sauce, the orange juice, and the ketchup in the basket one after another.	libero_object	pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket | Pick the orange juice and place it in the basket | Pick the ketchup and place it in the basket	in(tomato_sauce_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_293	C11_object_suite_basket_triples	Put the tomato sauce, the chocolate pudding, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket	in(tomato_sauce_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_294	C11_object_suite_basket_triples	Put the tomato sauce, the chocolate pudding, and the ketchup in the basket one after another.	libero_object	pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the ketchup and place it in the basket	in(tomato_sauce_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_295	C11_object_suite_basket_triples	Put the tomato sauce, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_tomato_sauce_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the tomato sauce and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(tomato_sauce_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_296	C11_object_suite_basket_triples	Put the orange juice, the chocolate pudding, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_297	C11_object_suite_basket_triples	Put the orange juice, the chocolate pudding, and the ketchup in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the chocolate pudding and place it in the basket | Pick the ketchup and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(chocolate_pudding_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_298	C11_object_suite_basket_triples	Put the orange juice, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the orange juice and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(orange_juice_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_299	C11_object_suite_basket_triples	Put the chocolate pudding, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_300	C11_object_suite_basket_triples	Put the chocolate pudding, the orange juice, and the bbq sauce in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the orange juice and place it in the basket | Pick the bbq sauce and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_301	C11_object_suite_basket_triples	Put the chocolate pudding, the orange juice, and the ketchup in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the orange juice and place it in the basket | Pick the ketchup and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_302	C11_object_suite_basket_triples	Put the chocolate pudding, the orange juice, and the salad dressing in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the orange juice and place it in the basket | Pick the salad dressing and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_303	C11_object_suite_basket_triples	Put the chocolate pudding, the orange juice, and the alphabet soup in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_orange_juice_and_place_it_in_the_basket;pick_up_the_alphabet_soup_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the orange juice and place it in the basket | Pick the alphabet soup and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(orange_juice_1, basket_1_contain_region); in(alphabet_soup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
COMP_304	C11_object_suite_basket_triples	Put the chocolate pudding, the bbq sauce, and the ketchup in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_ketchup_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the ketchup and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(ketchup_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	3	0	5	0.0	0
COMP_305	C11_object_suite_basket_triples	Put the chocolate pudding, the bbq sauce, and the salad dressing in the basket one after another.	libero_object	pick_up_the_chocolate_pudding_and_place_it_in_the_basket;pick_up_the_bbq_sauce_and_place_it_in_the_basket;pick_up_the_salad_dressing_and_place_it_in_the_basket	Pick the chocolate pudding and place it in the basket | Pick the bbq sauce and place it in the basket | Pick the salad dressing and place it in the basket	in(chocolate_pudding_1, basket_1_contain_region); in(bbq_sauce_1, basket_1_contain_region); in(salad_dressing_1, basket_1_contain_region)	Unordered triple selected from all C(6,3) object triples in this exact stock layout. | The explicit action plan follows the physical left-to-right/source-region rank; reversed wording is not a new identity. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ. | Object identity has its own original LIBERO-Object pick-to-basket trajectory; its pose in the composite scene may differ.	2	0	5	0.0	0
