task_id	adapt_instruction	skill_source_ids	skill_source_instructions	scene_source_id	scene_source_instruction	object_source_ids	all_evidence_source_ids	evidence_roles	flags	cross_category_exact_overlaps	review_status
ADAPT_127	Put the ketchup in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_05	LIBERO_10_06,LIBERO_OBJECT_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_128	Put the ketchup in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_05	LIBERO_10_06,LIBERO_OBJECT_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_129	Put the tomato sauce in the back compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_130	Put the tomato sauce in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_131	Put the tomato sauce in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_132	Put the tomato sauce in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_06	LIBERO_10_06,LIBERO_OBJECT_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_133	Put the butter in the back compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_134	Put the butter in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_135	Put the butter in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_136	Put the butter in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_07	LIBERO_10_06,LIBERO_OBJECT_07	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_137	Put the chocolate pudding in the back compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_09:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_138	Put the chocolate pudding in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_09:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_139	Put the chocolate pudding in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_09:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_140	Put the chocolate pudding in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_09	LIBERO_10_06,LIBERO_OBJECT_09	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_09:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_141	Put the orange juice in the back compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_142	Put the orange juice in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_143	Put the orange juice in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_144	Put the orange juice in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_OBJECT_10	LIBERO_10_06,LIBERO_OBJECT_10	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_145	Put the book in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy		LIBERO_10_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE			ELIGIBLE
ADAPT_146	Put the book in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy		LIBERO_10_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE			ELIGIBLE
ADAPT_147	Put the book in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy		LIBERO_10_06	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE			ELIGIBLE
ADAPT_148	Put the white mug in the back compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_149	Put the white mug in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_150	Put the white mug in the left compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_151	Put the white mug in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_152	Put the yellow and white mug in the back compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_153	Put the yellow and white mug in the front compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_154	Put the yellow and white mug in the right compartment of the caddy.	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_06	pick up the book and place it in the back compartment of the caddy	LIBERO_10_05	LIBERO_10_06,LIBERO_10_05	LIBERO_10_06:CADDY SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_155	Put the alphabet soup to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_01	LIBERO_10_07,LIBERO_OBJECT_01	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_01:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_156	Put the alphabet soup to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_01	LIBERO_10_07,LIBERO_OBJECT_01	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_01:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_157	Put the cream cheese to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_02	LIBERO_10_07,LIBERO_OBJECT_02	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_02:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_158	Put the cream cheese to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_02	LIBERO_10_07,LIBERO_OBJECT_02	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_02:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_159	Put the salad dressing to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_03	LIBERO_10_07,LIBERO_OBJECT_03	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_03:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_160	Put the salad dressing to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_03	LIBERO_10_07,LIBERO_OBJECT_03	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_03:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_161	Put the bbq sauce to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_04	LIBERO_10_07,LIBERO_OBJECT_04	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_04:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_162	Put the bbq sauce to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_04	LIBERO_10_07,LIBERO_OBJECT_04	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_04:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_163	Put the ketchup to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_05	LIBERO_10_07,LIBERO_OBJECT_05	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_164	Put the ketchup to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_05	LIBERO_10_07,LIBERO_OBJECT_05	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_165	Put the tomato sauce to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_06	LIBERO_10_07,LIBERO_OBJECT_06	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_166	Put the tomato sauce to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_06	LIBERO_10_07,LIBERO_OBJECT_06	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_167	Put the butter to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_07	LIBERO_10_07,LIBERO_OBJECT_07	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_168	Put the butter to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_07	LIBERO_10_07,LIBERO_OBJECT_07	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_169	Put the milk to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_08	LIBERO_10_07,LIBERO_OBJECT_08	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_08:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_170	Put the milk to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_08	LIBERO_10_07,LIBERO_OBJECT_08	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_08:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_171	Put the chocolate pudding to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate		LIBERO_10_07	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE			ELIGIBLE
ADAPT_172	Put the chocolate pudding to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate		LIBERO_10_07	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE		Final Decomposition20 exact BDDL: tdl10_004__put_the_chocolate_pudding_to_the_right_of_the_plate || Older LiberoExReFinal60 exact BDDL: tdl10_004__put_the_chocolate_pudding_to_the_right_of_the_plate || Original LIBERO-40 strict-goal-subset category: LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate	EXCLUDE_EXACT_DECOMPOSITION_OVERLAP
ADAPT_173	Put the orange juice to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_10	LIBERO_10_07,LIBERO_OBJECT_10	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_174	Put the orange juice to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_OBJECT_10	LIBERO_10_07,LIBERO_OBJECT_10	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_175	Put the white mug to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate		LIBERO_10_07	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE			ELIGIBLE
ADAPT_176	Put the white mug to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate		LIBERO_10_07	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE			ELIGIBLE
ADAPT_177	Put the yellow and white mug to the left of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_05	LIBERO_10_07,LIBERO_10_05	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_178	Put the yellow and white mug to the right of the plate.	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_07	put the white mug on the plate and put the chocolate pudding to the right of the plate	LIBERO_10_05	LIBERO_10_07,LIBERO_10_05	LIBERO_10_07:RELATION SKILL SOURCE+SCENE SOURCE || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_179	Turn on the stove in the two-moka-pot LIBERO-10 layout.	LIBERO_GOAL_08	Turn on the stove	LIBERO_10_09	put both moka pots on the stove		LIBERO_GOAL_08,LIBERO_10_09	LIBERO_GOAL_08:DIRECT SKILL SOURCE || LIBERO_10_09:SCENE SOURCE			ELIGIBLE
ADAPT_180	Put the alphabet soup in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_01	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_01	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_01:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_181	Put the cream cheese in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_02	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_02	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_02:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_182	Put the salad dressing in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_03	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_03	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_03:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_183	Put the bbq sauce in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_04	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_04	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_04:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_184	Put the ketchup in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_05	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_05	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_185	Put the tomato sauce in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_06	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_06	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_06:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_186	Put the butter in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_07	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_07	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_07:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_187	Put the milk in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_08	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_08	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_08:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_188	Put the chocolate pudding in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_09	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_09	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_09:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_189	Put the orange juice in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_OBJECT_10	LIBERO_10_10,LIBERO_10_09,LIBERO_OBJECT_10	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_OBJECT_10:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_190	Put the white mug in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_10_05	LIBERO_10_10,LIBERO_10_09,LIBERO_10_05	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR || LIBERO_10_05:OBJECT-INTERACTION SOURCE			ELIGIBLE
ADAPT_191	Put the yellow and white mug in the right-side microwave.	LIBERO_10_10,LIBERO_10_09	put the yellow and white mug in the microwave and close it || put both moka pots on the stove	LIBERO_10_10	put the yellow and white mug in the microwave and close it		LIBERO_10_10,LIBERO_10_09	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE || LIBERO_10_09:PICKUP-POSE ANCHOR			ELIGIBLE
ADAPT_192	Close the door of the right-side microwave.	LIBERO_10_10	put the yellow and white mug in the microwave and close it	LIBERO_10_10	put the yellow and white mug in the microwave and close it		LIBERO_10_10	LIBERO_10_10:MICROWAVE SKILL SOURCE+SCENE SOURCE			ELIGIBLE
